Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Core X:Y,Accretion Measurement 1 (mm),Accretion Measurement 2 (mm),Accretion Measurement 3 (mm),Accretion Measurement 4 (mm),Core Conditions,Organization,Personnel,Notes
CRMS1130-A14,PS8,4/5/2024,11:25,3/30/2023,10:12,CST,3;5,25,23,25,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 12.5 cm; Vegetation is none; Dominant species is none; Disturbance is other, grazed; Soil is organic and firm; Root abundance is medium; No Thatch; Entire site is grazed and impacted by nutria "
CRMS1130-A18,PS6,4/5/2024,11:20,3/8/2018,12:45,CST,5;4,94,125,95,122,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 10 cm; Vegetation is none; Dominant species is none; Disturbance is other, grazed; Soil is organic and soft; Root abundance is medium; No Thatch; Entire site is grazed and impacted by nutria; nutria mound present several feet away in PS7 plot A25; "
CRMS1130-A21,PS6,4/5/2024,11:20,3/8/2018,12:45,CST,2;3,129,135,123,130,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 3 cm; Vegetation is healthy; Dominant species is Sagittaria lancifolia; Disturbance is grazed, other; Soil is organic and firm; Root abundance is medium; No Thatch; Entire site is grazed and impacted by nutria; this plot is vegetated and seems to be healthier and higher than other plots in the area and plot set"
CRMS1130-A23,PS6,4/5/2024,11:20,3/8/2018,12:45,CST,3;4,33,29,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 14 cm; Vegetation is none; Dominant species is none; Disturbance is other, grazed; Soil is organic and firm; Root abundance is low; No Thatch; Entire site is grazed and impacted by nutria"
CRMS1130-A26,PS8,4/5/2024,11:25,3/30/2023,10:12,CST,2;3,52,54,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 8 cm; Vegetation is none; Dominant species is none; Disturbance is grazed, nest, other; Soil is organic and soft; Root abundance is medium; No Thatch; Nutria mound centered in adjacent plot slightly overlaps this plot; entire site is grazed and impacted by nutria"
CRMS1130-A29,PS8,4/5/2024,11:25,3/30/2023,10:12,CST,5;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 7 cm; Vegetation is healthy; Dominant species is Sagittaria lancifolia; Disturbance is other, grazed; Soil is organic and soft; Root abundance is medium; No Thatch; Entire site is grazed and impacted by nutria; plot is vegetated unlike most of surrounding area "
CRMS1130-A29,PS8,4/5/2024,11:25,3/30/2023,10:12,CST,3;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 7 cm; Vegetation is healthy; Dominant species is Sagittaria lancifolia; Disturbance is other, grazed; Soil is organic and soft; Root abundance is medium; No Thatch; Entire site is grazed and impacted by nutria; plot is vegetated unlike most of surrounding area "
CRMS1130-A29,PS8,4/5/2024,11:25,3/30/2023,10:12,CST,4;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 7 cm; Vegetation is healthy; Dominant species is Sagittaria lancifolia; Disturbance is other, grazed; Soil is organic and soft; Root abundance is medium; No Thatch; Entire site is grazed and impacted by nutria; plot is vegetated unlike most of surrounding area "
CRMS1277-A03,PS3,4/17/2024,9:52,4/4/2012,12:20,CST,5;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,"Site is flooded; Water depth is 6 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; Thatch thickness is 5.5 cm; Accretion measured to below thatch; Live Panicum hemitomon also present; live root zone also present above the surface, 2.5cm in height, between thatch and soil surface, see photos 2927 & 2928; water pockets in cores"
CRMS1277-A03,PS3,4/17/2024,9:52,4/4/2012,12:20,CST,3;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,"Site is flooded; Water depth is 6 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; Thatch thickness is 5.5 cm; Accretion measured to below thatch; Live Panicum hemitomon also present; live root zone also present above the surface, 2.5cm in height, between thatch and soil surface, see photos 2927 & 2928; water pockets in cores"
CRMS1277-A03,PS3,4/17/2024,9:52,4/4/2012,12:20,CST,2;3,88,104,100,,Fair (broken feldspar; n=3); Soil surface is uneven,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,"Site is flooded; Water depth is 6 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; Thatch thickness is 5.5 cm; Accretion measured to below thatch; Live Panicum hemitomon also present; live root zone also present above the surface, 2.5cm in height, between thatch and soil surface, see photos 2927 & 2928; water pockets in cores"
CRMS1277-A07,PS3,4/17/2024,9:52,4/4/2012,12:20,CST,1;1,94,90,87,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 11 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No thatch; Live Panicum hemitomon also present
CRMS1277-A11,PS3,4/17/2024,9:52,4/4/2012,12:20,CST,3;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,"Site is flooded; Water depth is 1.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No thatch; Live Panicum hemitomon also present; water pockets in cores; these were last unsampled coordinates for A11, plot is now finished"
CRMS1277-A11,PS3,4/17/2024,9:52,4/4/2012,12:20,CST,2;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,"Site is flooded; Water depth is 1.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No thatch; Live Panicum hemitomon also present; water pockets in cores; these were last unsampled coordinates for A11, plot is now finished"
CRMS1277-A14,PS6,4/17/2024,9:38,3/7/2018,12:15,CST,3;1,,,,,"No Feldspar; Soil layer well defined and topped by live roots zone; feldspar present in roots zone, top of roots to feldspar = 69, 70, 85mm; pulling another core for verification ",U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 5.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Panicum hemitomon also present
CRMS1277-A14,PS6,4/17/2024,9:38,3/7/2018,12:15,CST,1;1,12,18,12,20,Excellent (solid feldspar; n=4); photo 2929,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 5.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Panicum hemitomon also present
CRMS1277-A17,PS6,4/17/2024,9:38,3/7/2018,12:15,CST,5;4,9,14,15,14,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is flooded; Water depth is 2.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; Thatch thickness is 0.8 cm; Accretion measured to below thatch; Live vegetation also in plot
CRMS1277-A19,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,1;4,,,,,No Feldspar; Core did not freeze properly,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Panicum hemitomon also present; water pockets in cores 
CRMS1277-A19,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,5;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Panicum hemitomon also present; water pockets in cores 
CRMS1277-A19,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,2;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Panicum hemitomon also present; water pockets in cores 
CRMS1277-A22,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,5;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 3.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Sagittaria lancifolia also present; live root zone present in water column above soil surface, 4cm in height; water pockets in cores "
CRMS1277-A22,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,2;1,,,,,No Feldspar; Speck of feldspar present in live root zone above soil surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 3.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Sagittaria lancifolia also present; live root zone present in water column above soil surface, 4cm in height; water pockets in cores "
CRMS1277-A22,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,4;2,0,0,,,Poor (broken feldspar; n=2); Feldspar on soil surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 3.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live Sagittaria lancifolia also present; live root zone present in water column above soil surface, 4cm in height; water pockets in cores "
CRMS1277-A25,PS8,4/17/2024,9:23,4/3/2023,11:19,CST,1;4,0,0,4,5,Excellent (solid feldspar; n=4); Feldspar partially on surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2.5 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live vegetation also present
CRMS1277-A29,PS6,4/17/2024,9:38,3/7/2018,12:15,CST,3;5,,,,,No Feldspar; Core did not freeze properly,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live vegetation also present in plot 
CRMS1277-A29,PS6,4/17/2024,9:38,3/7/2018,12:15,CST,1;4,16,26,41,37,Excellent (solid feldspar; n=4); Soil surface is uneven,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Panicum hemitomon; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live vegetation also present in plot 
CRMS1738-A03,PS3,3/19/2024,10:17,3/27/2012,12:00,CST,2;2,145,156,146,152,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is low; No Thatch; Half vegetated, half unvegetated"
CRMS1738-A07,PS3,3/19/2024,10:17,3/27/2012,12:00,CST,4;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Sparsely vegetated 
CRMS1738-A07,PS3,3/19/2024,10:17,3/27/2012,12:00,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Sparsely vegetated 
CRMS1738-A07,PS3,3/19/2024,10:17,3/27/2012,12:00,CST,5;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Sparsely vegetated 
CRMS1738-A11,PS3,3/19/2024,10:17,3/27/2012,12:00,CST,2;4,179,180,179,181,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),R. Villani; G. Kees; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; No Thatch
CRMS1738-A14,PS6,3/19/2024,10:26,3/15/2018,11:15,CST,2;3,97,99,100,100,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Only sparsely vegetated 
CRMS1738-A17,PS6,3/19/2024,10:26,3/15/2018,11:15,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 7 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch; Plot is mostly an open water trenasse. Spartina patens is small and on edge of tresnasse.
CRMS1738-A17,PS6,3/19/2024,10:26,3/15/2018,11:15,CST,4;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 7 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch; Plot is mostly an open water trenasse. Spartina patens is small and on edge of tresnasse.
CRMS1738-A17,PS6,3/19/2024,10:26,3/15/2018,11:15,CST,4;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 7 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and very soft; Root abundance is medium; No Thatch; Plot is mostly an open water trenasse. Spartina patens is small and on edge of tresnasse.
CRMS1738-A20,PS6,3/19/2024,10:26,3/15/2018,11:15,CST,2;5,93,95,101,105,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,"Site is wet; Water depth is 0 cm; Vegetation is none; Dominant species is none; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Raccoon trail, plot is bare ground "
CRMS1738-A24,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is none, human; Soil is mineral silty and soft; Root abundance is high; No Thatch; Sparsely vegetated "
CRMS1738-A24,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,1;5,2,2,1,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is none, human; Soil is mineral silty and soft; Root abundance is high; No Thatch; Sparsely vegetated "
CRMS1738-A27,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,4;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch
CRMS1738-A27,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,5;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch
CRMS1738-A27,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,2;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch
CRMS1738-A30,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is high; No Thatch; Algae layer on surface. Sparse vegetation.
CRMS1738-A30,PS8,3/19/2024,10:29,4/11/2023,12:02,CST,1;3,14,18,13,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and soft; Root abundance is high; No Thatch; Algae layer on surface. Sparse vegetation.
CRMS1858-A03,PS3,5/7/2024,9:46,3/28/2012,16:00,CST,3;2,65,68,65,64,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 14 cm; Vegetation is senesced; Dominant species is Phragmites australis; No Disturbance; Soil is mineral clayey and soft; Root abundance is medium; Thatch thickness is 0 cm; Top layer is organic (60mm), then clay. Feldspar is in the clay layer below. "
CRMS1858-A07,PS3,5/7/2024,9:46,3/28/2012,16:00,CST,2;2,40,44,39,45,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 19 cm; Vegetation is senesced; Dominant species is Phragmites australis; No Disturbance; Soil is mineral clayey and soft; Root abundance is medium; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Top layer is organic, clayey below; water pockets deep in core"
CRMS1858-A11,PS3,5/7/2024,9:46,3/28/2012,16:00,CST,5;3,17,16,,,"Poor (broken feldspar; n=2), Water pockets in core",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 22 cm; Vegetation is dead; Dominant species is Phragmites australis; No disturbance; Soil is organic and very soft; Root abundance is high; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Some clay mixed in with organic
CRMS1858-A14,PS6,5/7/2024,9:34,3/22/2018,7:06,CST,5;3,11,16,19,10,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 5 cm; Vegetation is senesced; Dominant species is Phragmites australis; No disturbance; Soil is mineral clayey and soft; Root abundance is medium; Thatch thickness is 0.7 cm; Accretion measured to below thatch; Top layer near feldspar is organic, the rest is clay"
CRMS1858-A17,PS6,5/7/2024,9:34,3/22/2018,7:06,CST,3;1,14,13,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 17 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Core is mostly organic with one clay layer; water pockets throughout soil profile
CRMS1858-A20,PS8,5/7/2024,9:41,4/4/2023,9:33,CST,1;1,0,0,0,,Fair (broken feldspar; n=3); Feldspar on the surface ,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 14 cm; Vegetation is dead; Dominant species is Phragmites australis; No disturbance; Soil is mineral clayey and soft; Root abundance is medium; Thatch thickness is 0.5 cm; Accretion measured to below thatch; Small organic top layer by feldspar, the rest is clayey; water pockets deep in core"
CRMS1858-A22,PS8,5/7/2024,9:41,4/4/2023,9:33,CST,5;1,9,0,,,Poor (broken feldspar; n=2); Feldspar partially on the surface; soil surface uneven,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 13 cm; Vegetation is dead; Dominant species is Phragmites australis; No disturbance; Soil is mineral clayey and very soft; Root abundance is medium; Thatch thickness is 3.5 cm; Accretion measured to below thatch; Core has organic layer at the top by feldspar then clayey below; water pockets in core below feldspar
CRMS1858-A25,PS8,5/7/2024,9:41,4/4/2023,9:33,CST,1;1,0,0,0,0,"Excellent (solid feldspar; n=4); Surface is very organic, soft, core contains a lot of water; feldspar on surface ",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded Water depth is 19 cm; Vegetation is healthy; Dominant species is Phragmites australis; No Disturbance; Soil is organic and very soft; Root abundance is medium; No Thatch; Core mostly organic with 1 clay layer
CRMS1858-A29,PS6,5/7/2024,9:34,3/22/2018,7:06,CST,4;2,6,10,17,7,Fair (broken feldspar; n=4); Soil surface is uneven,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 20 cm; Vegetation is senesced; Dominant species is Phragmites australis; No disturbance; Root abundance is medium; Soil is mineral clayey and soft; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Organic at top near feldspar, clayey below; water pockets deep in core"
CRMS2418-A03,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,1;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS2418-A03,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,1;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS2418-A03,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,2;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS2418-A07,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,4;1,174,175,177,176,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Also live Spartina patens present
CRMS2418-A11,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and firm; Root abundance is low; No Thatch
CRMS2418-A11,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and firm; Root abundance is low; No Thatch
CRMS2418-A11,PS3,3/19/2024,12:38,3/27/2012,14:10,CST,5;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 5 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and firm; Root abundance is low; No Thatch
CRMS2418-A14,PS6,3/19/2024,12:21,3/16/2018,8:00,CST,3;5,,,,,No Feldspar; Middle of core fell off during extraction,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 2.5 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm, Organic with clay mixed in; Root abundance is medium; No Thatch"
CRMS2418-A14,PS6,3/19/2024,12:21,3/16/2018,8:00,CST,2;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 2.5 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm, Organic with clay mixed in; Root abundance is medium; No Thatch"
CRMS2418-A14,PS6,3/19/2024,12:21,3/16/2018,8:00,CST,1;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 2.5 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm, Organic with clay mixed in; Root abundance is medium; No Thatch"
CRMS2418-A17,PS6,3/19/2024,12:21,3/16/2018,8:00,CST,3;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 8 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm, some clay mixed in; Root abundance is medium; Thatch thickness is 0.8 cm; Accretion measured to below thatch"
CRMS2418-A17,PS6,3/19/2024,12:21,3/16/2018,8:00,CST,4;4,109,109,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 8 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm, some clay mixed in; Root abundance is medium; Thatch thickness is 0.8 cm; Accretion measured to below thatch"
CRMS2418-A21,PS8,3/19/2024,12:02,4/11/2023,13:56,CST,1;4,7,3,5,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 9 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is low; No Thatch; Animal trail covers most of plot 
CRMS2418-A24,PS8,3/19/2024,12:02,4/11/2023,13:56,CST,5;5,0,4,3,0,Excellent (solid feldspar; n=4); Feldspar partially on surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is low; No Thatch
CRMS2418-A27,PS8,3/19/2024,12:02,4/11/2023,13:56,CST,4;1,0,0,3,2,Excellent (solid feldspar; n=4); Feldspar partially on surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is low; No Thatch
